7.562675441204771687e+01,1.817044862628660553e+02,1.000000000000000000e+00
7.054040832693324603e+01,1.761776398850767862e+02,1.000000000000000000e+00
7.687502316382230561e+01,1.786673638782889100e+02,1.000000000000000000e+00
7.022561021728306230e+01,1.575048769363701808e+02,1.000000000000000000e+00
7.410629754448032713e+01,1.685254989114393709e+02,1.000000000000000000e+00
7.650748219967624664e+01,1.727658218711316636e+02,1.000000000000000000e+00
7.467530769537685842e+01,1.642947154343296461e+02,1.000000000000000000e+00
7.961800527365947744e+01,1.457281814474326040e+02,1.000000000000000000e+00
6.963091949458915053e+01,1.822124213670836355e+02,1.000000000000000000e+00
6.937324434357171299e+01,1.726344377130727707e+02,1.000000000000000000e+00
6.522720113465882719e+01,1.946215222803094775e+02,1.000000000000000000e+00
6.562966186163892246e+01,1.764519521508113655e+02,1.000000000000000000e+00
6.140138533371437290e+01,1.845327013986088218e+02,1.000000000000000000e+00
7.630955502503790910e+01,1.756989858811035958e+02,1.000000000000000000e+00
7.189696799675708405e+01,1.581913959158712260e+02,1.000000000000000000e+00
7.771513308526144215e+01,1.723068726324557929e+02,1.000000000000000000e+00
6.499625497285565245e+01,1.740926190516107965e+02,1.000000000000000000e+00
6.879327759400665343e+01,1.825864215300784963e+02,1.000000000000000000e+00
7.976715756449692662e+01,1.743523817567094341e+02,1.000000000000000000e+00
6.774133750630680595e+01,1.775608291981893103e+02,1.000000000000000000e+00
7.629439665164312601e+01,1.715865373947098078e+02,1.000000000000000000e+00
7.367305514841230263e+01,1.840469291728667542e+02,1.000000000000000000e+00
6.109328561071933450e+01,1.876363937327080293e+02,1.000000000000000000e+00
7.204972548958015466e+01,1.674999751110688351e+02,1.000000000000000000e+00
6.798714851891000421e+01,1.856427688293833000e+02,1.000000000000000000e+00
7.276313109269662505e+01,1.908379517906004992e+02,1.000000000000000000e+00
6.835393675858695417e+01,1.742811939740902005e+02,1.000000000000000000e+00
7.300457232098725058e+01,1.787629736283399495e+02,1.000000000000000000e+00
6.997218055812579962e+01,1.826503259263821519e+02,1.000000000000000000e+00
7.300085030408936859e+01,1.857573624510870900e+02,1.000000000000000000e+00
6.720198488221257094e+01,1.571202105831815459e+02,1.000000000000000000e+00
6.896836842424188774e+01,1.685685548228054813e+02,1.000000000000000000e+00
7.011625319855630778e+01,1.708419345208214395e+02,1.000000000000000000e+00
7.188311869693470157e+01,1.850025001056887675e+02,1.000000000000000000e+00
7.054933170998457115e+01,1.897223002265900789e+02,1.000000000000000000e+00
7.452750330099574683e+01,1.922932175938577757e+02,1.000000000000000000e+00
6.696003803462274107e+01,1.733423336157658241e+02,1.000000000000000000e+00
7.427253996865221097e+01,1.876008553368509411e+02,1.000000000000000000e+00
6.685528698488249688e+01,1.979535923347468440e+02,1.000000000000000000e+00
6.348138379893551075e+01,1.863878318337134203e+02,1.000000000000000000e+00
7.649714017005410938e+01,1.935490888382663286e+02,1.000000000000000000e+00
7.566934663210957979e+01,1.525315384473935296e+02,1.000000000000000000e+00
6.106853209475846000e+01,1.975990979537361056e+02,1.000000000000000000e+00
6.870764726056337679e+01,1.898958526835559439e+02,1.000000000000000000e+00
7.587445981371391213e+01,1.764068449955504718e+02,1.000000000000000000e+00
6.953985431837605802e+01,1.557134350653766148e+02,1.000000000000000000e+00
7.592986433197721396e+01,1.605642775325411264e+02,1.000000000000000000e+00
7.025910718626847995e+01,1.688297539314736468e+02,1.000000000000000000e+00
7.678347405326518071e+01,1.839367586992560746e+02,1.000000000000000000e+00
6.930417228853316658e+01,1.935654556317886943e+02,1.000000000000000000e+00
6.959277669591598681e+01,2.028288789746656562e+02,1.000000000000000000e+00
6.894621062036466697e+01,1.579567374465536034e+02,1.000000000000000000e+00
7.211601048790913637e+01,1.838270889501875445e+02,1.000000000000000000e+00
6.527325714693155589e+01,1.932977884876423218e+02,1.000000000000000000e+00
7.008257170677796921e+01,1.663313100999594951e+02,1.000000000000000000e+00
6.622207116427119900e+01,1.917469712734551024e+02,1.000000000000000000e+00
7.131009636192045775e+01,1.648506455986613162e+02,1.000000000000000000e+00
7.208478849740140504e+01,1.684660489264410614e+02,1.000000000000000000e+00
6.728879387097194353e+01,1.843219286336568530e+02,1.000000000000000000e+00
6.190414717452404147e+01,1.606592592823114103e+02,1.000000000000000000e+00
6.131462236064282934e+01,1.617076131693013963e+02,1.000000000000000000e+00
6.486148416619580814e+01,1.964860699870281451e+02,1.000000000000000000e+00
7.568947947200939552e+01,1.669566367941132228e+02,1.000000000000000000e+00
7.506388022321880271e+01,1.743483001991646120e+02,1.000000000000000000e+00
7.280298542313401811e+01,1.810685975330733584e+02,1.000000000000000000e+00
6.873096474843580950e+01,1.905655368335199000e+02,1.000000000000000000e+00
7.786035268059029590e+01,1.772393703488712902e+02,1.000000000000000000e+00
6.332617237761020590e+01,1.872539501278668865e+02,1.000000000000000000e+00
6.814093738453318849e+01,1.834943820257452671e+02,1.000000000000000000e+00
7.399959212494037786e+01,1.888824639712358646e+02,1.000000000000000000e+00
6.724533475425295137e+01,1.637710538863003364e+02,1.000000000000000000e+00
6.270147721236314453e+01,1.645293339411907141e+02,1.000000000000000000e+00
6.937142029339575799e+01,1.972825387609213124e+02,1.000000000000000000e+00
6.796668968826266166e+01,1.622929315324573452e+02,1.000000000000000000e+00
6.894774205428942082e+01,1.898545098035053229e+02,1.000000000000000000e+00
7.747795897581715963e+01,1.691839778553658675e+02,1.000000000000000000e+00
8.695385818853452520e+01,1.630300469090140041e+02,1.000000000000000000e+00
7.003159921983157687e+01,1.621879564535094858e+02,1.000000000000000000e+00
6.299373871998399466e+01,1.671197586255556189e+02,1.000000000000000000e+00
7.582778526727857127e+01,1.905919694129772495e+02,1.000000000000000000e+00
6.166851297033507961e+01,1.693090110237700969e+02,1.000000000000000000e+00
6.898859286494294452e+01,1.857433752667104727e+02,1.000000000000000000e+00
6.534410192609655610e+01,1.768239292647861589e+02,1.000000000000000000e+00
7.481850716767765164e+01,1.870621708405003005e+02,1.000000000000000000e+00
7.153650649490029423e+01,1.632440940779327150e+02,1.000000000000000000e+00
7.724260739659631270e+01,1.751106974786013950e+02,1.000000000000000000e+00
6.698801087410248556e+01,1.753207558440291223e+02,1.000000000000000000e+00
6.505165995565792514e+01,1.962169467072082227e+02,1.000000000000000000e+00
7.751549910462445325e+01,1.714485851398956413e+02,1.000000000000000000e+00
6.548995348924150051e+01,1.767564968205007006e+02,1.000000000000000000e+00
7.606234742219959344e+01,1.825420789405438313e+02,1.000000000000000000e+00
7.349955182802804643e+01,1.844565874730492112e+02,1.000000000000000000e+00
6.642325118310260734e+01,1.852726895437918984e+02,1.000000000000000000e+00
6.997351398267595357e+01,1.683046388574915397e+02,1.000000000000000000e+00
6.391210583224132336e+01,1.644496416082861856e+02,1.000000000000000000e+00
6.866711521966091425e+01,1.797270089421036232e+02,1.000000000000000000e+00
7.153318586596689954e+01,1.943348553867890303e+02,1.000000000000000000e+00
6.961854368580677033e+01,1.818842982880298678e+02,1.000000000000000000e+00
6.690485091418051411e+01,1.818717760130090255e+02,1.000000000000000000e+00
6.003817968980213493e+01,1.681615410050168293e+02,1.000000000000000000e+00
6.940307803829676914e+01,1.889843900099240841e+02,1.000000000000000000e+00
6.968568018844224810e+01,1.814779514200468498e+02,1.000000000000000000e+00
7.634360737744019332e+01,1.833762839568768186e+02,1.000000000000000000e+00
6.309495598332247823e+01,1.926940759534811605e+02,1.000000000000000000e+00
6.427491726112725701e+01,1.810914971548512540e+02,1.000000000000000000e+00
6.712139834082978496e+01,1.807245826469534506e+02,1.000000000000000000e+00
7.253206594947454278e+01,1.904083716635640826e+02,1.000000000000000000e+00
7.443627743797806318e+01,1.747562432367528515e+02,1.000000000000000000e+00
7.433170336562369584e+01,1.872596573806466154e+02,1.000000000000000000e+00
6.966469491693635518e+01,1.934736197574207210e+02,1.000000000000000000e+00
7.631137591732809256e+01,1.565089216154886458e+02,1.000000000000000000e+00
7.036960097263475689e+01,1.682977391576272339e+02,1.000000000000000000e+00
